,COD,Agente,Categoria do Agente,Tipo de Processo,Data de Aniversario,Status Resultado,link
177,75,CNEE,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
178,75,CNEE,Concessionária de Distribuição,Reajuste,06/05/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CNEE_2014.xlsx
179,75,CNEE,Concessionária de Distribuição,Reajuste,10/05/2013,Definitivo,
180,75,CNEE,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
181,82,COCEL,Concessionária de Distribuição,Reajuste,29/06/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTA 2022 Cocel.xlsx
182,82,COCEL,Concessionária de Distribuição,Revisão,29/06/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTP 2021 COCEL VF9.xlsx
183,82,COCEL,Concessionária de Distribuição,Reajuste,29/06/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COCEL_2020.xlsm
184,82,COCEL,Concessionária de Distribuição,Reajuste,29/06/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA CN COCEL 2019.xlsm
185,82,COCEL,Concessionária de Distribuição,Reajuste,29/06/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COCEL_2018.xlsx
186,82,COCEL,Concessionária de Distribuição,Reajuste,29/06/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COCEL_2017.xlsx
187,82,COCEL,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
188,82,COCEL,Concessionária de Distribuição,Revisão,29/06/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA 0.94 v71 COCEL 2016.xlsx
189,82,COCEL,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
190,82,COCEL,Concessionária de Distribuição,Reajuste,24/06/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COCE_c_2015.xlsx
191,82,COCEL,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
192,82,COCEL,Concessionária de Distribuição,Reajuste,24/06/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COCEL_2014.xlsx
193,82,COCEL,Concessionária de Distribuição,Reajuste,24/06/2013,Definitivo,
194,82,COCEL,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
195,47,COELBA,Concessionária de Distribuição,Revisão Extraordinária,13/07/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTE COELBA 2022.xlsx
196,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COELBA_2022.xlsx
197,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTA Coelba 2021.xlsx
198,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA CT_Antigo_COELBA_2020.xlsm
199,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COELBA_2019.xlsx
200,47,COELBA,Concessionária de Distribuição,Revisão,22/04/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _COELBA_2018.xlsx
201,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COELBA_2017.xlsx
202,47,COELBA,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
203,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COELBA_2016.xlsx
204,47,COELBA,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
205,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _COELBA_ 2015.xlsx
206,47,COELBA,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
207,47,COELBA,Concessionária de Distribuição,Reajuste,22/04/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COELBA_2014.xlsx
208,47,COELBA,Concessionária de Distribuição,Revisão,22/04/2013,Definitivo,
209,47,COELBA,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
210,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão,29/08/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Cooperaliança_RTP 2022.xlsx
211,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,29/08/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA Cooperaliança v13 versão final.xlsx
212,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,29/08/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA NC COOPERALIANÇA 2020  V 4 graficos.xlsm
213,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,29/08/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_RTA 2019 - COOPERALIANÇA.xlsx
214,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,29/08/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COOPERALIANÇA_2018 .xlsx
215,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão,29/08/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Cooperalinaça_2017.xlsx
216,2904,COOPERALIANÇA,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
217,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,29/08/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COOPERALIANÇA_2016.xlsx
218,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
219,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,14/08/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_ Cooperaliança_2015.xlsx
220,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
221,2904,COOPERALIANÇA,Concessionária de Distribuição,Reajuste,12/08/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COOPERALIANÇA_2014.xlsx
222,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão,14/08/2013,Definitivo,
223,2904,COOPERALIANÇA,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
224,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_2022.xlsx
225,2866,COPEL-DIS,Concessionária de Distribuição,Revisão,24/06/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA Revisão COPEL 2021 Versao Final v8.xlsx
226,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_RTA_Copel_23jun2020.xlsm
227,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL RTA  2019 final.xlsm
228,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_RTA 2018_Copel.xlsx
229,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_2017 1.xlsx
230,2866,COPEL-DIS,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
231,2866,COPEL-DIS,Concessionária de Distribuição,Revisão,24/06/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_2016.xlsx
232,2866,COPEL-DIS,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
233,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_2015.xlsx
234,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_20151.xlsx
235,2866,COPEL-DIS,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
236,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_2014.xlsx
237,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,24/06/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COPEL_20141.xlsx
238,2866,COPEL-DIS,Concessionária de Distribuição,Reajuste,29/06/2013,Definitivo,
239,2866,COPEL-DIS,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
240,40,COSERN,Concessionária de Distribuição,Revisão Extraordinária,13/07/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA 2022 COSERN RTE.xlsx
241,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COSERN_2022.xlsx
242,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA Contrato Antigo 1 Cosern 2021.xlsx
243,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA CT_Antigo_COSERN final.xlsm
244,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Cosern_2019.xlsx
245,40,COSERN,Concessionária de Distribuição,Revisão,22/04/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COSERN_2018.xlsx
246,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COSERN_2017.xlsx
247,40,COSERN,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
248,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COSERN_2016 .xlsx
249,40,COSERN,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
250,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_COSERN_09042015..xlsx
251,40,COSERN,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
252,40,COSERN,Concessionária de Distribuição,Reajuste,22/04/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _COSERN_ 2014.xlsx
253,40,COSERN,Concessionária de Distribuição,Revisão,22/04/2013,Definitivo,
254,40,COSERN,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
255,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_2018.xlsx
256,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_LESTE_P_2018.xlsx
257,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_2018.xlsx
258,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_2018.xlsx
259,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SANTA_CRUZ_2018.xlsx
260,69,CPFL Jaguari,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
261,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,22/03/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_2017.xlsx
262,69,CPFL Jaguari,Concessionária de Distribuição,Revisão,22/03/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Jaguari_2016.xlsx
263,69,CPFL Jaguari,Concessionária de Distribuição,Revisão,03/02/2016,Provisório,
264,69,CPFL Jaguari,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
265,69,CPFL Jaguari,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
266,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,03/02/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_ Jaguari_2015l.xlsx
267,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,03/02/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CJE_2014.xlsx
268,69,CPFL Jaguari,Concessionária de Distribuição,Reajuste,03/02/2013,Definitivo,
269,69,CPFL Jaguari,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
270,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_20181.xlsx
271,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_LESTE_P_20181.xlsx
272,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_20181.xlsx
273,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SANTA_CRUZ_20181.xlsx
274,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_20181.xlsx
275,71,CPFL Leste Paulista,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
276,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,22/03/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _CPEE_2017.xlsx
277,71,CPFL Leste Paulista,Concessionária de Distribuição,Revisão,22/03/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Leste_Paulista_2016.xlsx
278,71,CPFL Leste Paulista,Concessionária de Distribuição,Revisão,03/02/2016,Provisório,
279,71,CPFL Leste Paulista,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
280,71,CPFL Leste Paulista,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
281,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,03/02/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Leste_Paulista_RTA_2015.xlsx
282,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,02/03/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Leste_Paulista_2014.xlsx
283,71,CPFL Leste Paulista,Concessionária de Distribuição,Reajuste,03/02/2013,Definitivo,
284,71,CPFL Leste Paulista,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
285,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_20182.xlsx
286,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_LESTE_P_20182.xlsx
287,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_20182.xlsx
288,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SANTA_CRUZ_20182.xlsx
289,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_20182.xlsx
290,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_20183.xlsx
291,70,CPFL Mococa,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
292,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,22/03/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_2017 .xlsx
293,70,CPFL Mococa,Concessionária de Distribuição,Revisão,22/03/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_RTP_2016_MOCOCA_2016.xlsx
294,70,CPFL Mococa,Concessionária de Distribuição,Revisão,03/02/2016,Provisório,
295,70,CPFL Mococa,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
296,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,03/02/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/MOCOCA_2015_SPARTA.xlsm
297,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,03/02/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_MOCOCA_2014.xlsx
298,70,CPFL Mococa,Concessionária de Distribuição,Reajuste,03/02/2013,Definitivo,
299,70,CPFL Mococa,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
300,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_RTA2021 - CPFL Piratininga (Final processo).xlsx
301,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA Contrato Antigo - CPFL Piratininga - 10 15 - final - apresentação.xlsx
302,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Revisão,23/10/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA Contrato Antigo CPFL Piratininga.xlsx
303,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Piratininga_2018 .xlsx
304,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Piratininga_2017.xlsx
305,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
306,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/CPFL_Piratininga_SPARTA_2016.xlsx
307,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Revisão,23/10/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _CPFL_Piratininga_2015.xlsx
308,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
309,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
310,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Piratininga_20141.xlsx
311,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Reajuste,23/10/2013,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _2013_Piratininga.xlsx
312,2937,CPFL- PIRATININGA,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
313,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão Extraordinária,13/07/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Santa_Cruz_2022 RTE.xlsx
314,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Santa_Cruz_2022.xlsx
315,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão,22/03/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTP 2021_CPFL Santa Cruz (1).xlsx
316,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA RTA CPFL Santa Cruz 2020 6.xlsx
317,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_ RTA 2019 _ CPFL Santa Cruz.xlsx
318,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_20183.xlsx
319,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_LESTE_P_20183.xlsx
320,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_20183.xlsx
321,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SANTA_CRUZ_20183.xlsx
322,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_20184.xlsx
323,72,CPFL Santa Cruz,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
324,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,22/03/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_Santa_Cruz_2017.xlsx
325,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão,22/03/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_ CPFL SANTA_CRUZ_2016.xlsx
326,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão,03/02/2016,Provisório,
327,72,CPFL Santa Cruz,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,
328,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
329,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,03/02/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_SANTA_CRUZ_2015.xlsx
330,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,03/02/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_SANTA_CRUZ_2014.xlsx
331,72,CPFL Santa Cruz,Concessionária de Distribuição,Reajuste,03/02/2013,Definitivo,
332,72,CPFL Santa Cruz,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
333,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_JAGUARI_20184.xlsx
334,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_LESTE_P_20184.xlsx
335,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_MOCOCA_20184.xlsx
336,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SANTA_CRUZ_20184.xlsx
337,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_SUL_P_20185.xlsx
338,73,CPFL Sul Paulista,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
339,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,22/03/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CSPE_2017.xlsx
340,73,CPFL Sul Paulista,Concessionária de Distribuição,Revisão,22/03/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA _CPFL_SUL_PAULISTA2016.xlsx
341,73,CPFL Sul Paulista,Concessionária de Distribuição,Revisão,03/02/2016,Provisório,
342,73,CPFL Sul Paulista,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,
343,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,03/02/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Sul_Paulista_2015.xlsx
344,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,03/02/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA_CPFL_Sul_ Paulista_2014.xlsx
345,73,CPFL Sul Paulista,Concessionária de Distribuição,Reajuste,03/02/2013,Definitivo,
346,73,CPFL Sul Paulista,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
347,63,CPFL-PAULISTA,Concessionária de Distribuição,Revisão Extraordinária,13/07/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/SPARTA CPFL_Paulista _2022 RTE.xlsx
